WeekEnding,HB,HBQF,AgeGroup,AgeGroupQF,Sex,SexQF,AdmissionType,AdmissionTypeQF,NumberAdmissions,Average20182019,PercentVariation
20200119,S08000032,,15 - 44,,All,d,All,d,339,309,9.7
20200119,S08000032,,45 - 64,,All,d,All,d,410,456,-10.1
20200119,S08000032,,65 - 74,,All,d,All,d,280,279.5,0.2
20200119,S08000032,,75 - 84,,All,d,All,d,290,266,9
20200119,S08000032,,85 and over,,All,d,All,d,141,157.5,-10.5
20200119,S08000032,,All ages,d,All,d,All,d,1655,1708.5,-3.1
20200119,S08000032,,All ages,d,Female,,All,d,839,838,0.1
20200119,S08000032,,All ages,d,Male,,All,d,784,847.5,-7.5
20200119,S92000003,d,Under 5,,All,d,All,d,1021,1218.5,-16.2
20200119,S92000003,d,5 - 14,,All,d,All,d,573,609.5,-6
20200119,S92000003,d,15 - 44,,All,d,All,d,2874,2827,1.7
20200119,S92000003,d,45 - 64,,All,d,All,d,3773,3853,-2.1
20200119,S92000003,d,65 - 74,,All,d,All,d,2534,2647,-4.3
20200119,S92000003,d,75 - 84,,All,d,All,d,2728,2691,1.4
20200119,S92000003,d,85 and over,,All,d,All,d,1684,1780.5,-5.4
20200119,S92000003,d,All ages,d,All,d,All,d,15187,15626.5,-2.8
20200119,S92000003,d,All ages,d,Female,,All,d,7692,7792,-1.3
20200119,S92000003,d,All ages,d,Male,,All,d,7383,7753.5,-4.8
20200126,S08000015,,Under 5,,All,d,All,d,102,103.5,-1.4
20200126,S08000015,,5 - 14,,All,d,All,d,47,47.5,-1.1
20200126,S08000015,,15 - 44,,All,d,All,d,200,193.5,3.4
20200126,S08000015,,45 - 64,,All,d,All,d,223,295,-24.4
20200126,S08000015,,65 - 74,,All,d,All,d,176,223,-21.1
20200126,S08000015,,75 - 84,,All,d,All,d,190,203,-6.4
20200126,S08000015,,85 and over,,All,d,All,d,101,105.5,-4.3
20200126,S08000015,,All ages,d,All,d,All,d,1039,1171,-11.3
20200126,S08000015,,All ages,d,Female,,All,d,513,564,-9
20200126,S08000015,,All ages,d,Male,,All,d,516,600,-14
20200126,S08000016,,Under 5,,All,d,All,d,21,16.5,27.3
20200126,S08000016,,5 - 14,,All,d,All,d,18,11.5,56.5
20200126,S08000016,,15 - 44,,All,d,All,d,30,32.5,-7.7
20200126,S08000016,,45 - 64,,All,d,All,d,39,48,-18.8
20200126,S08000016,,65 - 74,,All,d,All,d,42,38.5,9.1
20200126,S08000016,,75 - 84,,All,d,All,d,46,56,-17.9
20200126,S08000016,,85 and over,,All,d,All,d,51,46.5,9.7
20200126,S08000016,,All ages,d,All,d,All,d,247,249.5,-1
20200126,S08000016,,All ages,d,Female,,All,d,117,131,-10.7
20200126,S08000016,,All ages,d,Male,,All,d,129,117.5,9.8
20200126,S08000017,,Under 5,,All,d,All,d,36,36,0
20200126,S08000017,,5 - 14,,All,d,All,d,15,16,-6.2
20200126,S08000017,,15 - 44,,All,d,All,d,64,60.5,5.8
20200126,S08000017,,45 - 64,,All,d,All,d,93,87,6.9
20200126,S08000017,,65 - 74,,All,d,All,d,71,78,-9
20200126,S08000017,,75 - 84,,All,d,All,d,89,105.5,-15.6
20200126,S08000017,,85 and over,,All,d,All,d,54,62,-12.9
20200126,S08000017,,All ages,d,All,d,All,d,422,445,-5.2
20200126,S08000017,,All ages,d,Female,,All,d,217,225.5,-3.8
20200126,S08000017,,All ages,d,Male,,All,d,198,217,-8.8
20200126,S08000019,,Under 5,,All,d,All,d,35,124.5,-71.9
20200126,S08000019,,5 - 14,,All,d,All,d,22,57,-61.4
20200126,S08000019,,15 - 44,,All,d,All,d,186,282,-34
20200126,S08000019,,45 - 64,,All,d,All,d,189,282.5,-33.1
20200126,S08000019,,65 - 74,,All,d,All,d,134,248,-46
20200126,S08000019,,75 - 84,,All,d,All,d,141,235.5,-40.1
20200126,S08000019,,85 and over,,All,d,All,d,75,162.5,-53.8
20200126,S08000019,,All ages,d,All,d,All,d,782,1392,-43.8
20200126,S08000019,,All ages,d,Female,,All,d,385,668.5,-42.4
20200126,S08000019,,All ages,d,Male,,All,d,394,715,-44.9
20200126,S08000020,,Under 5,,All,d,All,d,107,84,27.4
20200126,S08000020,,5 - 14,,All,d,All,d,56,64.5,-13.2
20200126,S08000020,,15 - 44,,All,d,All,d,235,256,-8.2
20200126,S08000020,,45 - 64,,All,d,All,d,310,323.5,-4.2
20200126,S08000020,,65 - 74,,All,d,All,d,244,239,2.1
20200126,S08000020,,75 - 84,,All,d,All,d,241,241,0
20200126,S08000020,,85 and over,,All,d,All,d,143,164.5,-13.1
20200126,S08000020,,All ages,d,All,d,All,d,1336,1372.5,-2.7
20200126,S08000020,,All ages,d,Female,,All,d,673,666.5,1
20200126,S08000020,,All ages,d,Male,,All,d,658,696.5,-5.5
20200126,S08000022,,Under 5,,All,d,All,d,66,62.5,5.6
20200126,S08000022,,5 - 14,,All,d,All,d,31,24,29.2
20200126,S08000022,,15 - 44,,All,d,All,d,130,145,-10.3
20200126,S08000022,,45 - 64,,All,d,All,d,173,177,-2.3
20200126,S08000022,,65 - 74,,All,d,All,d,138,149.5,-7.7
20200126,S08000022,,75 - 84,,All,d,All,d,146,144,1.4
20200126,S08000022,,85 and over,,All,d,All,d,91,90,1.1
20200126,S08000022,,All ages,d,All,d,All,d,775,792,-2.1
20200126,S08000022,,All ages,d,Female,,All,d,390,383,1.8
20200126,S08000022,,All ages,d,Male,,All,d,372,404,-7.9
20200126,S08000024,,Under 5,,All,d,All,d,167,162,3.1
20200126,S08000024,,5 - 14,,All,d,All,d,123,98,25.5
20200126,S08000024,,15 - 44,,All,d,All,d,520,423.5,22.8
20200126,S08000024,,45 - 64,,All,d,All,d,614,570,7.7
20200126,S08000024,,65 - 74,,All,d,All,d,399,340.5,17.2
20200126,S08000024,,75 - 84,,All,d,All,d,392,353.5,10.9
20200126,S08000024,,85 and over,,All,d,All,d,243,205,18.5
20200126,S08000024,,All ages,d,All,d,All,d,2458,2152.5,14.2
20200126,S08000024,,All ages,d,Female,,All,d,1175,1091,7.7
20200126,S08000024,,All ages,d,Male,,All,d,1250,1044,19.7
20200126,S08000025,,15 - 44,,All,d,All,d,5,7,-28.6
20200126,S08000025,,45 - 64,,All,d,All,d,7,11.5,-39.1
20200126,S08000025,,65 - 74,,All,d,All,d,5,8,-37.5
20200126,S08000025,,75 - 84,,All,d,All,d,5,11,-54.5
20200126,S08000025,,All ages,d,All,d,All,d,25,42,-40.5
20200126,S08000025,,All ages,d,Female,,All,d,12,22,-45.5
20200126,S08000025,,All ages,d,Male,,All,d,13,20,-35
20200126,S08000026,,45 - 64,,All,d,All,d,14,9.5,47.4
20200126,S08000026,,65 - 74,,All,d,All,d,10,8,25
20200126,S08000026,,75 - 84,,All,d,All,d,6,7,-14.3
20200126,S08000026,,85 and over,,All,d,All,d,11,3.5,214.3
20200126,S08000026,,All ages,d,All,d,All,d,45,38.5,16.9
20200126,S08000026,,All ages,d,Female,,All,d,23,19.5,17.9
20200126,S08000026,,All ages,d,Male,,All,d,22,16.5,33.3
20200126,S08000028,,15 - 44,,All,d,All,d,5,7,-28.6
20200126,S08000028,,45 - 64,,All,d,All,d,13,21.5,-39.5
20200126,S08000028,,65 - 74,,All,d,All,d,10,12.5,-20
20200126,S08000028,,75 - 84,,All,d,All,d,18,18,0
20200126,S08000028,,85 and over,,All,d,All,d,15,14.5,3.4
20200126,S08000028,,All ages,d,All,d,All,d,65,79.5,-18.2
20200126,S08000028,,All ages,d,Female,,All,d,25,38,-34.2
20200126,S08000028,,All ages,d,Male,,All,d,40,40.5,-1.2
20200126,S08000029,,Under 5,,All,d,All,d,69,57,21.1
20200126,S08000029,,5 - 14,,All,d,All,d,33,27.5,20
20200126,S08000029,,15 - 44,,All,d,All,d,187,178.5,4.8
20200126,S08000029,,45 - 64,,All,d,All,d,195,220.5,-11.6
20200126,S08000029,,65 - 74,,All,d,All,d,157,157.5,-0.3
20200126,S08000029,,75 - 84,,All,d,All,d,193,161.5,19.5
20200126,S08000029,,85 and over,,All,d,All,d,108,114.5,-5.7
20200126,S08000029,,All ages,d,All,d,All,d,942,917,2.7
20200126,S08000029,,All ages,d,Female,,All,d,493,469,5.1
20200126,S08000029,,All ages,d,Male,,All,d,443,446,-0.7
20200126,S08000030,,Under 5,,All,d,All,d,92,98,-6.1
20200126,S08000030,,5 - 14,,All,d,All,d,52,77,-32.5
20200126,S08000030,,15 - 44,,All,d,All,d,230,239.5,-4
20200126,S08000030,,45 - 64,,All,d,All,d,293,290.5,0.9
20200126,S08000030,,65 - 74,,All,d,All,d,232,228,1.8
20200126,S08000030,,75 - 84,,All,d,All,d,238,225,5.8
20200126,S08000030,,85 and over,,All,d,All,d,156,151,3.3
20200126,S08000030,,All ages,d,All,d,All,d,1293,1309,-1.2
20200126,S08000030,,All ages,d,Female,,All,d,634,650.5,-2.5
20200126,S08000030,,All ages,d,Male,,All,d,644,655,-1.7
20200126,S08000031,,Under 5,,All,d,All,d,311,292,6.5
20200126,S08000031,,5 - 14,,All,d,All,d,205,157,30.6
20200126,S08000031,,15 - 44,,All,d,All,d,845,798,5.9
20200126,S08000031,,45 - 64,,All,d,All,d,1093,1117.5,-2.2
20200126,S08000031,,65 - 74,,All,d,All,d,681,692.5,-1.7
20200126,S08000031,,75 - 84,,All,d,All,d,644,659,-2.3
20200126,S08000031,,85 and over,,All,d,All,d,383,404.5,-5.3
20200126,S08000031,,All ages,d,All,d,All,d,4162,4120.5,1
20200126,S08000031,,All ages,d,Female,,All,d,2078,2067,0.5
20200126,S08000031,,All ages,d,Male,,All,d,2018,2017,0
20200126,S08000032,,Under 5,,All,d,All,d,139,204,-31.9
20200126,S08000032,,5 - 14,,All,d,All,d,46,58.5,-21.4
20200126,S08000032,,15 - 44,,All,d,All,d,325,358,-9.2
20200126,S08000032,,45 - 64,,All,d,All,d,411,468.5,-12.3
20200126,S08000032,,65 - 74,,All,d,All,d,263,310,-15.2
20200126,S08000032,,75 - 84,,All,d,All,d,308,292.5,5.3
20200126,S08000032,,85 and over,,All,d,All,d,133,140,-5
20200126,S08000032,,All ages,d,All,d,All,d,1625,1831.5,-11.3
20200126,S08000032,,All ages,d,Female,,All,d,750,922,-18.7
20200126,S08000032,,All ages,d,Male,,All,d,787,859,-8.4
20200126,S92000003,d,Under 5,,All,d,All,d,1147,1246,-7.9
20200126,S92000003,d,5 - 14,,All,d,All,d,651,643.5,1.2
20200126,S92000003,d,15 - 44,,All,d,All,d,2966,2987.5,-0.7
20200126,S92000003,d,45 - 64,,All,d,All,d,3667,3922.5,-6.5
20200126,S92000003,d,65 - 74,,All,d,All,d,2562,2733,-6.3
20200126,S92000003,d,75 - 84,,All,d,All,d,2657,2712.5,-2
20200126,S92000003,d,85 and over,,All,d,All,d,1566,1667.5,-6.1
20200126,S92000003,d,All ages,d,All,d,All,d,15216,15912.5,-4.4
20200126,S92000003,d,All ages,d,Female,,All,d,7485,7917.5,-5.5
20200126,S92000003,d,All ages,d,Male,,All,d,7484,7848,-4.6
20200202,S08000015,,Under 5,,All,d,All,d,91,109.5,-16.9
20200202,S08000015,,5 - 14,,All,d,All,d,65,46.5,39.8
20200202,S08000015,,15 - 44,,All,d,All,d,173,212.5,-18.6
20200202,S08000015,,45 - 64,,All,d,All,d,260,276.5,-6
20200202,S08000015,,65 - 74,,All,d,All,d,191,203.5,-6.1
20200202,S08000015,,75 - 84,,All,d,All,d,186,208,-10.6
20200202,S08000015,,85 and over,,All,d,All,d,82,96.5,-15
20200202,S08000015,,All ages,d,All,d,All,d,1048,1153,-9.1
20200202,S08000015,,All ages,d,Female,,All,d,525,588,-10.7
20200202,S08000015,,All ages,d,Male,,All,d,512,561,-8.7
20200202,S08000016,,Under 5,,All,d,All,d,27,24,12.5
20200202,S08000016,,5 - 14,,All,d,All,d,9,11,-18.2
20200202,S08000016,,15 - 44,,All,d,All,d,29,29.5,-1.7
20200202,S08000016,,45 - 64,,All,d,All,d,50,49,2
20200202,S08000016,,65 - 74,,All,d,All,d,48,43,11.6
20200202,S08000016,,75 - 84,,All,d,All,d,62,56.5,9.7
20200202,S08000016,,85 and over,,All,d,All,d,36,43,-16.3
20200202,S08000016,,All ages,d,All,d,All,d,261,256,2
20200202,S08000016,,All ages,d,Female,,All,d,130,136,-4.4
20200202,S08000016,,All ages,d,Male,,All,d,130,117.5,10.6
20200202,S08000017,,Under 5,,All,d,All,d,43,33.5,28.4
20200202,S08000017,,5 - 14,,All,d,All,d,15,18.5,-18.9
20200202,S08000017,,15 - 44,,All,d,All,d,66,71.5,-7.7
20200202,S08000017,,45 - 64,,All,d,All,d,89,91.5,-2.7
20200202,S08000017,,65 - 74,,All,d,All,d,72,89.5,-19.6
20200202,S08000017,,75 - 84,,All,d,All,d,77,97.5,-21
20200202,S08000017,,85 and over,,All,d,All,d,71,53,34
20200202,S08000017,,All ages,d,All,d,All,d,433,455,-4.8
20200202,S08000017,,All ages,d,Female,,All,d,212,223.5,-5.1
20200202,S08000017,,All ages,d,Male,,All,d,208,228.5,-9
20200202,S08000019,,Under 5,,All,d,All,d,48,99.5,-51.8
20200202,S08000019,,5 - 14,,All,d,All,d,41,51,-19.6
20200202,S08000019,,15 - 44,,All,d,All,d,158,266.5,-40.7
20200202,S08000019,,45 - 64,,All,d,All,d,184,297,-38
20200202,S08000019,,65 - 74,,All,d,All,d,130,225.5,-42.4
20200202,S08000019,,75 - 84,,All,d,All,d,144,253.5,-43.2
20200202,S08000019,,85 and over,,All,d,All,d,81,166.5,-51.4
20200202,S08000019,,All ages,d,All,d,All,d,786,1359.5,-42.2
20200202,S08000019,,All ages,d,Female,,All,d,380,665.5,-42.9
20200202,S08000019,,All ages,d,Male,,All,d,403,687.5,-41.4
20200202,S08000020,,Under 5,,All,d,All,d,98,105,-6.7
20200202,S08000020,,5 - 14,,All,d,All,d,74,60.5,22.3
20200202,S08000020,,15 - 44,,All,d,All,d,260,236.5,9.9
20200202,S08000020,,45 - 64,,All,d,All,d,324,316.5,2.4
20200202,S08000020,,65 - 74,,All,d,All,d,233,205.5,13.4
20200202,S08000020,,75 - 84,,All,d,All,d,239,257.5,-7.2
20200202,S08000020,,85 and over,,All,d,All,d,145,143.5,1
20200202,S08000020,,All ages,d,All,d,All,d,1373,1325,3.6
20200202,S08000020,,All ages,d,Female,,All,d,669,656.5,1.9
20200202,S08000020,,All ages,d,Male,,All,d,699,659,6.1
20200202,S08000022,,Under 5,,All,d,All,d,56,53,5.7
20200202,S08000022,,5 - 14,,All,d,All,d,30,31,-3.2
20200202,S08000022,,15 - 44,,All,d,All,d,119,135.5,-12.2
20200202,S08000022,,45 - 64,,All,d,All,d,196,179,9.5
20200202,S08000022,,65 - 74,,All,d,All,d,141,153,-7.8
20200202,S08000022,,75 - 84,,All,d,All,d,152,161.5,-5.9
20200202,S08000022,,85 and over,,All,d,All,d,77,91,-15.4
20200202,S08000022,,All ages,d,All,d,All,d,771,804,-4.1
20200202,S08000022,,All ages,d,Female,,All,d,383,391,-2
20200202,S08000022,,All ages,d,Male,,All,d,377,408,-7.6
20200202,S08000024,,Under 5,,All,d,All,d,152,157,-3.2
20200202,S08000024,,5 - 14,,All,d,All,d,114,107,6.5
20200202,S08000024,,15 - 44,,All,d,All,d,519,457,13.6
20200202,S08000024,,45 - 64,,All,d,All,d,613,578.5,6
20200202,S08000024,,65 - 74,,All,d,All,d,407,351,16
20200202,S08000024,,75 - 84,,All,d,All,d,384,354.5,8.3
20200202,S08000024,,85 and over,,All,d,All,d,234,207,13
20200202,S08000024,,All ages,d,All,d,All,d,2423,2212,9.5
20200202,S08000024,,All ages,d,Female,,All,d,1201,1137,5.6
20200202,S08000024,,All ages,d,Male,,All,d,1200,1052,14.1
20200202,S08000025,,15 - 44,,All,d,All,d,7,7,0
20200202,S08000025,,45 - 64,,All,d,All,d,7,6.5,7.7
20200202,S08000025,,65 - 74,,All,d,All,d,7,7.5,-6.7
20200202,S08000025,,75 - 84,,All,d,All,d,10,9.5,5.3
20200202,S08000025,,85 and over,,All,d,All,d,6,7.5,-20
20200202,S08000025,,All ages,d,All,d,All,d,37,39.5,-6.3
20200202,S08000025,,All ages,d,Female,,All,d,20,20.5,-2.4
20200202,S08000025,,All ages,d,Male,,All,d,17,18.5,-8.1
20200202,S08000026,,15 - 44,,All,d,All,d,9,7,28.6
20200202,S08000026,,45 - 64,,All,d,All,d,6,12,-50
20200202,S08000026,,65 - 74,,All,d,All,d,8,11.5,-30.4
20200202,S08000026,,75 - 84,,All,d,All,d,7,9,-22.2
20200202,S08000026,,85 and over,,All,d,All,d,7,7,0
20200202,S08000026,,All ages,d,All,d,All,d,39,48,-18.8
20200202,S08000026,,All ages,d,Female,,All,d,21,22.5,-6.7
20200202,S08000026,,All ages,d,Male,,All,d,17,24,-29.2
20200202,S08000028,,45 - 64,,All,d,All,d,20,19.5,2.6
20200202,S08000028,,65 - 74,,All,d,All,d,18,21,-14.3
20200202,S08000028,,75 - 84,,All,d,All,d,21,16.5,27.3
20200202,S08000028,,85 and over,,All,d,All,d,8,12.5,-36
20200202,S08000028,,All ages,d,All,d,All,d,76,87.5,-13.1
20200202,S08000028,,All ages,d,Female,,All,d,37,43,-14
20200202,S08000028,,All ages,d,Male,,All,d,39,43.5,-10.3
20200202,S08000029,,Under 5,,All,d,All,d,78,74,5.4
20200202,S08000029,,5 - 14,,All,d,All,d,46,29,58.6
20200202,S08000029,,15 - 44,,All,d,All,d,168,178.5,-5.9
20200202,S08000029,,45 - 64,,All,d,All,d,216,212,1.9
20200202,S08000029,,65 - 74,,All,d,All,d,141,152.5,-7.5
20200202,S08000029,,75 - 84,,All,d,All,d,177,164.5,7.6
20200202,S08000029,,85 and over,,All,d,All,d,117,110,6.4
20200202,S08000029,,All ages,d,All,d,All,d,943,920.5,2.4
20200202,S08000029,,All ages,d,Female,,All,d,466,474,-1.7
20200202,S08000029,,All ages,d,Male,,All,d,470,441.5,6.5
20200202,S08000030,,Under 5,,All,d,All,d,86,103,-16.5
20200202,S08000030,,5 - 14,,All,d,All,d,69,65.5,5.3
20200202,S08000030,,15 - 44,,All,d,All,d,238,218,9.2
20200202,S08000030,,45 - 64,,All,d,All,d,271,285.5,-5.1
20200202,S08000030,,65 - 74,,All,d,All,d,240,205.5,16.8
20200202,S08000030,,75 - 84,,All,d,All,d,230,225.5,2
20200202,S08000030,,85 and over,,All,d,All,d,163,182.5,-10.7
20200202,S08000030,,All ages,d,All,d,All,d,1297,1285.5,0.9
20200202,S08000030,,All ages,d,Female,,All,d,653,647.5,0.8
20200202,S08000030,,All ages,d,Male,,All,d,636,636,0
20200202,S08000031,,Under 5,,All,d,All,d,308,281.5,9.4
20200202,S08000031,,5 - 14,,All,d,All,d,173,173.5,-0.3
20200202,S08000031,,15 - 44,,All,d,All,d,878,841.5,4.3
20200202,S08000031,,45 - 64,,All,d,All,d,1049,1122,-6.5
20200202,S08000031,,65 - 74,,All,d,All,d,710,668.5,6.2
20200202,S08000031,,75 - 84,,All,d,All,d,670,683,-1.9
20200202,S08000031,,85 and over,,All,d,All,d,402,413.5,-2.8
20200202,S08000031,,All ages,d,All,d,All,d,4190,4183.5,0.2
20200202,S08000031,,All ages,d,Female,,All,d,2118,2113.5,0.2
20200202,S08000031,,All ages,d,Male,,All,d,1999,2039.5,-2
20200202,S08000032,,Under 5,,All,d,All,d,157,156.5,0.3
20200202,S08000032,,5 - 14,,All,d,All,d,46,69,-33.3
20200202,S08000032,,15 - 44,,All,d,All,d,382,354,7.9
20200202,S08000032,,45 - 64,,All,d,All,d,479,465,3
20200202,S08000032,,65 - 74,,All,d,All,d,298,313,-4.8
20200202,S08000032,,75 - 84,,All,d,All,d,309,289.5,6.7
20200202,S08000032,,85 and over,,All,d,All,d,140,139.5,0.4
20200202,S08000032,,All ages,d,All,d,All,d,1811,1786.5,1.4
20200202,S08000032,,All ages,d,Female,,All,d,853,877.5,-2.8
20200202,S08000032,,All ages,d,Male,,All,d,854,865,-1.3
20200202,S92000003,d,Under 5,,All,d,All,d,1148,1201.5,-4.5
20200202,S92000003,d,5 - 14,,All,d,All,d,685,667,2.7
20200202,S92000003,d,15 - 44,,All,d,All,d,3010,3026.5,-0.5
20200202,S92000003,d,45 - 64,,All,d,All,d,3764,3910.5,-3.7
20200202,S92000003,d,65 - 74,,All,d,All,d,2644,2650.5,-0.2
20200202,S92000003,d,75 - 84,,All,d,All,d,2668,2786.5,-4.3
20200202,S92000003,d,85 and over,,All,d,All,d,1569,1673,-6.2
20200202,S92000003,d,All ages,d,All,d,All,d,15488,15915.5,-2.7
20200202,S92000003,d,All ages,d,Female,,All,d,7668,7996,-4.1
20200202,S92000003,d,All ages,d,Male,,All,d,7561,7781.5,-2.8
20200209,S08000015,,Under 5,,All,d,All,d,71,110.5,-35.7
20200209,S08000015,,5 - 14,,All,d,All,d,42,45.5,-7.7
20200209,S08000015,,15 - 44,,All,d,All,d,173,197.5,-12.4
20200209,S08000015,,45 - 64,,All,d,All,d,257,286,-10.1
20200209,S08000015,,65 - 74,,All,d,All,d,194,211,-8.1
20200209,S08000015,,75 - 84,,All,d,All,d,157,191,-17.8
20200209,S08000015,,85 and over,,All,d,All,d,105,113.5,-7.5
20200209,S08000015,,All ages,d,All,d,All,d,999,1155,-13.5
20200209,S08000015,,All ages,d,Female,,All,d,505,572,-11.7
20200209,S08000015,,All ages,d,Male,,All,d,488,578,-15.6
20200209,S08000016,,Under 5,,All,d,All,d,27,26.5,1.9
20200209,S08000016,,5 - 14,,All,d,All,d,11,13.5,-18.5
20200209,S08000016,,15 - 44,,All,d,All,d,27,30.5,-11.5
20200209,S08000016,,45 - 64,,All,d,All,d,57,59.5,-4.2
20200209,S08000016,,65 - 74,,All,d,All,d,41,46,-10.9
20200209,S08000016,,75 - 84,,All,d,All,d,56,68,-17.6
20200209,S08000016,,85 and over,,All,d,All,d,40,53,-24.5
20200209,S08000016,,All ages,d,All,d,All,d,259,297,-12.8
20200209,S08000016,,All ages,d,Female,,All,d,144,156,-7.7
20200209,S08000016,,All ages,d,Male,,All,d,114,140,-18.6
20200209,S08000017,,Under 5,,All,d,All,d,40,37.5,6.7
20200209,S08000017,,5 - 14,,All,d,All,d,16,26.5,-39.6
20200209,S08000017,,15 - 44,,All,d,All,d,52,70,-25.7
20200209,S08000017,,45 - 64,,All,d,All,d,82,99.5,-17.6
20200209,S08000017,,65 - 74,,All,d,All,d,62,84.5,-26.6
20200209,S08000017,,75 - 84,,All,d,All,d,69,91.5,-24.6
20200209,S08000017,,85 and over,,All,d,All,d,67,57.5,16.5
20200209,S08000017,,All ages,d,All,d,All,d,388,467,-16.9
20200209,S08000017,,All ages,d,Female,,All,d,186,235,-20.9
20200209,S08000017,,All ages,d,Male,,All,d,193,227.5,-15.2
20200209,S08000019,,Under 5,,All,d,All,d,44,109.5,-59.8
20200209,S08000019,,5 - 14,,All,d,All,d,24,48,-50
20200209,S08000019,,15 - 44,,All,d,All,d,187,282.5,-33.8
20200209,S08000019,,45 - 64,,All,d,All,d,144,311,-53.7
20200209,S08000019,,65 - 74,,All,d,All,d,140,231,-39.4
20200209,S08000019,,75 - 84,,All,d,All,d,144,241.5,-40.4
20200209,S08000019,,85 and over,,All,d,All,d,68,123.5,-44.9
20200209,S08000019,,All ages,d,All,d,All,d,751,1347,-44.2
20200209,S08000019,,All ages,d,Female,,All,d,372,680.5,-45.3
20200209,S08000019,,All ages,d,Male,,All,d,371,658,-43.6
20200209,S08000020,,Under 5,,All,d,All,d,101,111,-9
20200209,S08000020,,5 - 14,,All,d,All,d,73,58.5,24.8
20200209,S08000020,,15 - 44,,All,d,All,d,238,230.5,3.3
20200209,S08000020,,45 - 64,,All,d,All,d,302,333.5,-9.4
20200209,S08000020,,65 - 74,,All,d,All,d,240,240.5,-0.2
20200209,S08000020,,75 - 84,,All,d,All,d,244,220.5,10.7
20200209,S08000020,,85 and over,,All,d,All,d,166,174.5,-4.9
20200209,S08000020,,All ages,d,All,d,All,d,1364,1369,-0.4
20200209,S08000020,,All ages,d,Female,,All,d,661,674,-1.9
20200209,S08000020,,All ages,d,Male,,All,d,687,681,0.9
20200209,S08000022,,Under 5,,All,d,All,d,43,51.5,-16.5
20200209,S08000022,,5 - 14,,All,d,All,d,27,26,3.8
20200209,S08000022,,15 - 44,,All,d,All,d,159,139,14.4
20200209,S08000022,,45 - 64,,All,d,All,d,181,198,-8.6
20200209,S08000022,,65 - 74,,All,d,All,d,124,139.5,-11.1
20200209,S08000022,,75 - 84,,All,d,All,d,155,142,9.2
20200209,S08000022,,85 and over,,All,d,All,d,87,94,-7.4
20200209,S08000022,,All ages,d,All,d,All,d,776,790,-1.8
20200209,S08000022,,All ages,d,Female,,All,d,395,391.5,0.9
20200209,S08000022,,All ages,d,Male,,All,d,363,387.5,-6.3
20200209,S08000024,,Under 5,,All,d,All,d,148,164,-9.8
20200209,S08000024,,5 - 14,,All,d,All,d,102,93,9.7
20200209,S08000024,,15 - 44,,All,d,All,d,504,429.5,17.3
20200209,S08000024,,45 - 64,,All,d,All,d,626,577.5,8.4
20200209,S08000024,,65 - 74,,All,d,All,d,399,400.5,-0.4
20200209,S08000024,,75 - 84,,All,d,All,d,347,365.5,-5.1
20200209,S08000024,,85 and over,,All,d,All,d,253,203,24.6
20200209,S08000024,,All ages,d,All,d,All,d,2379,2233,6.5
20200209,S08000024,,All ages,d,Female,,All,d,1158,1101.5,5.1
20200209,S08000024,,All ages,d,Male,,All,d,1188,1111.5,6.9
20200209,S08000025,,45 - 64,,All,d,All,d,8,9.5,-15.8
20200209,S08000025,,65 - 74,,All,d,All,d,8,8,0
20200209,S08000025,,75 - 84,,All,d,All,d,8,8,0
20200209,S08000025,,85 and over,,All,d,All,d,7,5.5,27.3
20200209,S08000025,,All ages,d,All,d,All,d,38,38.5,-1.3
20200209,S08000025,,All ages,d,Female,,All,d,16,19.5,-17.9
20200209,S08000025,,All ages,d,Male,,All,d,22,18.5,18.9
20200209,S08000026,,15 - 44,,All,d,All,d,7,8.5,-17.6
20200209,S08000026,,45 - 64,,All,d,All,d,12,12,0
20200209,S08000026,,65 - 74,,All,d,All,d,10,7.5,33.3
20200209,S08000026,,75 - 84,,All,d,All,d,9,7.5,20
20200209,S08000026,,All ages,d,All,d,All,d,41,41,0
20200209,S08000026,,All ages,d,Female,,All,d,16,20.5,-22
20200209,S08000026,,All ages,d,Male,,All,d,25,19,31.6
20200209,S08000028,,15 - 44,,All,d,All,d,10,7.5,33.3
20200209,S08000028,,45 - 64,,All,d,All,d,14,16,-12.5
20200209,S08000028,,65 - 74,,All,d,All,d,14,21.5,-34.9
20200209,S08000028,,75 - 84,,All,d,All,d,14,14.5,-3.4
20200209,S08000028,,85 and over,,All,d,All,d,6,13.5,-55.6
20200209,S08000028,,All ages,d,All,d,All,d,59,74.5,-20.8
20200209,S08000028,,All ages,d,Female,,All,d,25,38,-34.2
20200209,S08000028,,All ages,d,Male,,All,d,34,36.5,-6.8
20200209,S08000029,,Under 5,,All,d,All,d,83,75.5,9.9
20200209,S08000029,,5 - 14,,All,d,All,d,30,34,-11.8
20200209,S08000029,,15 - 44,,All,d,All,d,197,195,1
20200209,S08000029,,45 - 64,,All,d,All,d,226,216.5,4.4
20200209,S08000029,,65 - 74,,All,d,All,d,165,152.5,8.2
20200209,S08000029,,75 - 84,,All,d,All,d,151,170,-11.2
20200209,S08000029,,85 and over,,All,d,All,d,127,111.5,13.9
